지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2025-03-24 8:00,14.4,,,9,2.7,,200,,50,,8.1,4,993.6,,1003.7,,0,,0.18,,,,8,3,ScCi,10,1202,,,10,,9.8,8.6,7.8,7.4
108,서울,2025-03-24 9:00,15.3,,0,,2.6,,200,,54,,9.3,6,993.5,,1003.6,,0.1,,0.73,,,,8,3,AcCi,37,1378,,,13.3,,10.2,8.8,7.8,7.4
108,서울,2025-03-24 10:00,16.5,,,9,4.2,,180,,52,,9.7,6.5,992.9,,1002.9,,0.9,,1.56,,,,0,0,,,1333,,,17.7,,10.8,9.3,7.8,7.4
108,서울,2025-03-24 11:00,18.1,,,9,3.3,,230,,50,,10.4,7.5,992.6,,1002.5,,1,,2.24,,,,0,0,,,1392,,,22.2,,11.8,10,7.7,7.3
108,서울,2025-03-24 12:00,18.8,,,9,3.6,,250,,48,,10.4,7.5,992.3,,1002.2,,1,,2.67,,,,0,0,,,1198,,,25,,12.9,10.8,7.8,7.2
108,서울,2025-03-24 13:00,20.5,,,9,3.1,,230,,46,,11,8.4,991.3,,1001.1,,1,,2.85,,,,0,0,,,1238,,,27.2,,14,11.8,7.9,7.2
108,서울,2025-03-24 14:00,21.3,,,9,4,,200,,44,,11.1,8.5,990.5,,1000.3,,1,,2.74,,,,0,0,,,1115,,,27.1,,15,12.8,8,7.1
108,서울,2025-03-24 15:00,20,,,9,3.9,,250,,49,,11.4,8.9,990,,999.8,,1,,2.24,,,,7,0,Ci,,1018,,,25.2,,15.5,13.4,8.4,7.2
108,서울,2025-03-24 16:00,19.3,,,9,5.5,,230,,48,,10.7,8,990.1,,1000,,1,,2.02,,,,0,0,,,972,,40,22.4,,15.7,13.7,8.6,7.2
108,서울,2025-03-24 17:00,17.9,,,9,3.7,,230,,53,,10.8,8.1,989.9,,999.8,,0.6,,0.97,,,,7,0,Ci,,906,,40,18.4,,15.5,13.7,8.9,7.4
108,서울,2025-03-24 18:00,16.5,,,9,4,,250,,60,,11.2,8.6,990.3,,1000.3,,0,,0.43,,,,7,3,AcCi,43,887,,40,15.5,,15,13.3,9.2,7.5
108,서울,2025-03-24 19:00,15.7,,,9,2.7,,250,,64,,11.3,8.8,990.5,,1000.5,,0,,0.07,,,,0,0,,,870,,40,13,,14.3,12.8,9.4,7.6
108,서울,2025-03-24 20:00,14.8,,,9,3.9,,250,,68,,11.4,8.9,991.6,,1001.7,,,9,,9,,,0,0,,,733,,40,11.8,,13.6,12.3,9.5,7.8
108,서울,2025-03-24 21:00,13.5,,,9,2.8,,250,,74,,11.4,8.9,992.3,,1002.4,,,9,,9,,,0,0,,,616,,40,10.9,,13.1,11.8,9.6,8
108,서울,2025-03-24 22:00,12.6,,,9,3.4,,230,,77,,11.2,8.6,992.6,,1002.8,,,9,,9,,,0,0,,,524,,40,10.1,,12.6,11.3,9.6,8.1
108,서울,2025-03-24 23:00,11.9,,,9,3.9,,250,,81,,11.2,8.7,993.5,,1003.7,,,9,,9,,,0,0,,,410,,4019,10.2,,12.1,10.9,9.5,8.2
108,서울,2025-03-25 0:00,11.7,,,9,2.7,,250,,81,,11.1,8.5,993.6,,1003.8,,,9,,9,,,9,9,,,351,,19,10.4,,11.8,10.7,9.5,8.3
108,서울,2025-03-25 1:00,11.5,,,,2.1,,180,,80,,10.8,8.1,993,,1003.2,,,9,,9,,,2,2,,4,336,,19,10.1,,11.6,10.4,9.4,8.3
108,서울,2025-03-25 2:00,11.1,,,,2.1,,140,,79,,10.4,7.5,992.1,,1002.3,,,9,,9,,,0,0,,,378,,19,9,,11.4,10.2,9.1,8.2
108,서울,2025-03-25 3:00,10.7,,,,2.5,,160,,82,,10.5,7.7,991.9,,1002.1,,,9,,9,,,8,8,St,5,353,,19,9.1,,11,9.7,8.7,7.9
108,서울,2025-03-25 4:00,10.9,,,,2.7,,180,,78,,10.2,7.2,992.2,,1002.4,,,9,,9,,,8,8,St,6,321,,19,9.3,,10.8,9.5,8.6,7.9
108,서울,2025-03-25 5:00,10.8,,,,2.1,,180,,77,,9.9,6.9,991.7,,1001.9,,,9,,9,,,9,9,St,6,347,,19,9.1,,10.7,9.4,8.6,7.9
108,서울,2025-03-25 6:00,10.8,,,,2.7,,160,,77,,9.9,6.9,991.6,,1001.8,,,9,,9,,,9,9,St,5,338,,19,8.8,,10.5,9.3,8.5,7.9
108,서울,2025-03-25 7:00,10.4,,,,1.9,,140,,78,,9.8,6.7,991.6,,1001.8,,0,,0.03,,,,8,8,St,5,327,,19,8.5,,10.3,9.1,8.3,7.8
108,서울,2025-03-25 8:00,10.9,,,,2.4,,140,,77,,10,7,991.9,,1002.1,,0,,0.26,,,,8,8,Sc,5,354,,19,10.1,,10.3,9,8.3,7.8
108,서울,2025-03-25 9:00,12.4,,,,2.1,,140,,71,,10.2,7.2,990.7,,1000.8,,0.3,,0.88,,,,3,0,Ci,,380,,19,13.9,,10.6,9.1,8.2,7.8
108,서울,2025-03-25 10:00,13.6,,,,2.3,,90,,67,,10.4,7.5,990.2,,1000.3,,0.5,,1.38,,,,9,0,Ci,,414,,4019,15.5,,11.2,9.5,8.1,7.7
108,서울,2025-03-25 11:00,15.6,,,,2.2,,110,,58,,10.2,7.3,988.6,,998.6,,0.2,,1.46,,,,8,0,Ci,,542,,40,18.6,,11.9,10.2,8.4,8
108,서울,2025-03-25 12:00,17.8,,,,2.7,,160,,44,,8.9,5.3,987.4,,997.3,,0.6,,2.06,,,,7,7,Ac,37,713,,4240,22.5,,12.8,10.9,8.4,8
108,서울,2025-03-25 13:00,18.9,,,,2.9,,180,,40,,8.7,4.9,985.5,,995.3,,0.2,,1.21,,,,8,8,Ac,31,758,,42,21.6,,13.4,11.6,8.5,7.9
108,서울,2025-03-25 14:00,21.4,,,,7.1,,200,,33,,8.4,4.4,984,,993.7,,0.9,,2.44,,,,7,7,Ac,37,799,,42,22.8,,14.3,12.3,8.6,7.9
108,서울,2025-03-25 15:00,18.5,,,,7.6,,230,,47,,9.9,6.9,984.5,,994.3,,0.4,,1.68,,,,8,0,Ci,,823,,42,20.1,,14.6,12.8,8.8,7.9
108,서울,2025-03-25 16:00,15.8,,,,5,,200,,54,,9.6,6.4,985.4,,995.4,,0,,0.98,,,,9,0,Ci,,770,,42,17.1,,14.5,12.8,9.1,8.1
108,서울,2025-03-25 17:00,13.8,,,,5.1,,250,,55,,8.7,4.9,986.2,,996.2,,0,,0.58,,,,9,0,Ci,,867,,42,14.7,,14.2,12.6,9.3,8
108,서울,2025-03-25 18:00,13.3,,,,3.8,,250,,54,,8.2,4.1,987.6,,997.7,,0.5,,0.54,,,,6,0,Ci,,1041,,42,12.5,,13.7,12.1,9.2,7.8
108,서울,2025-03-25 19:00,11.7,,,,3.2,,200,,56,,7.6,3.1,988.6,,998.8,,0.3,,0.13,,,,0,0,,,1325,,42,10,,13.1,11.7,9.5,8.2
108,서울,2025-03-25 20:00,10.4,,,,2.6,,230,,59,,7.4,2.7,990.2,,1000.4,,,9,,9,,,0,0,,,1546,,42,8.5,,12.3,11.1,9.5,8.3
108,서울,2025-03-25 21:00,9.8,,,,2.2,,200,,62,,7.5,2.8,991.8,,1002.1,,,9,,9,,,0,0,,,1505,,42,7.6,,11.7,10.5,9.5,8.4
108,서울,2025-03-25 22:00,9.2,,,,3.5,,230,,66,,7.6,3.1,992.6,,1002.9,,,9,,9,,,0,0,,,1429,,,7.1,,11.1,10,9.4,8.4
108,서울,2025-03-25 23:00,8.8,,,,2.8,,200,,68,,7.7,3.2,993.3,,1003.6,,,9,,9,,,0,0,,,1365,,,6.6,,10.6,9.5,9.3,8.5
108,서울,2025-03-26 0:00,8.4,,,,2.6,,230,,71,,7.8,3.4,994.2,,1004.5,,,9,,9,,,0,0,,,1311,,,6.2,,10.2,9.1,9.1,8.5
108,서울,2025-03-26 1:00,8.1,,,,3,,200,,73,,7.8,3.5,994.8,,1005.2,,,9,,9,,,0,0,,,1283,,,5.8,,9.8,8.8,9,8.5
108,서울,2025-03-26 2:00,7.9,,,,2.6,,200,,72,,7.6,3.1,995.1,,1005.5,,,9,,9,,,0,0,,,1301,,,5.5,,9.5,8.5,8.8,8.4
108,서울,2025-03-26 3:00,7.4,,,,1.1,,180,,74,,7.6,3,995.5,,1005.9,,,9,,9,,,0,0,,,1261,,,4.8,,9.1,8.2,8.6,8.4
108,서울,2025-03-26 4:00,6.9,,,,1.7,,140,,76,,7.5,2.9,995.7,,1006.1,,,9,,9,,,0,0,,,1214,,,4.4,,8.7,7.8,8.5,8.3
108,서울,2025-03-26 5:00,6.2,,,,1.7,,50,,78,,7.4,2.6,995.8,,1006.2,,,9,,9,,,0,0,,,1284,,,4,,8.5,7.5,8.3,8.3
108,서울,2025-03-26 6:00,6.1,,,,2.7,,50,,80,,7.5,2.9,996.2,,1006.7,,,9,,9,,,0,0,,,1336,,,3.9,,8.2,7.3,8.2,8.2
108,서울,2025-03-26 7:00,6.3,,,,2.8,,50,,79,,7.5,2.9,997,,1007.5,,0,,0.04,,,,0,0,,,1393,,,4.4,,7.9,7,8,8.1
108,서울,2025-03-26 8:00,7.9,,,,3.3,,50,,74,,7.8,3.5,997.2,,1007.6,,0.7,,0.41,,,,0,0,,,1333,,,6.6,,7.9,6.9,7.8,8
108,서울,2025-03-26 9:00,10.3,,,,3.3,,50,,63,,7.8,3.5,997.3,,1007.6,,1,,1.19,,,,0,0,,,1343,,42,12.1,,8.3,7.1,7.6,7.9
108,서울,2025-03-26 10:00,12.7,,,,3.9,,50,,51,,7.5,2.8,996.4,,1006.6,,1,,1.94,,,,0,0,,,1497,,42,17.7,,9.3,7.6,7.6,7.9
108,서울,2025-03-26 11:00,15.4,,,,3,,110,,42,,7.3,2.5,996.2,,1006.3,,1,,2.58,,,,1,0,Ci,,1647,,42,22.9,,10.6,8.5,7.5,7.8
108,서울,2025-03-26 12:00,17.4,,,,3.1,,70,,36,,7.1,2.1,995.1,,1005.1,,1,,2.93,,,,4,0,Ci,,1754,,42,26.4,,11.8,9.6,7.5,7.7
108,서울,2025-03-26 13:00,19.4,,,,2.1,,90,,30,,6.7,1.3,993.7,,1003.6,,1,,3.03,,,,7,0,Ci,,2104,,42,28.4,,13.1,10.8,7.6,7.5
108,서울,2025-03-26 14:00,21.4,,,,2.2,,50,,26,,6.6,1,992.6,,1002.4,,1,,2.71,,,,7,0,Ci,,2320,,42,28.5,,14.3,11.8,7.8,7.5
108,서울,2025-03-26 15:00,22.4,,,,1.6,,70,,24,,6.5,0.8,991.7,,1001.5,,1,,2.33,,,,7,0,Ci,,2226,,42,27.3,,15,12.7,8.1,7.4
108,서울,2025-03-26 16:00,23.5,,,,1.5,,110,,22,,6.3,0.5,990.7,,1000.4,,1,,1.95,,,,7,0,Ci,,2259,,42,25.5,,15.4,13.3,8.4,7.5
108,서울,2025-03-26 17:00,23.6,,,,1.3,,70,,21,,6.1,0,989.9,,999.6,,0.8,,1.14,,,,7,0,Ci,,2239,,42,20.5,,15.7,13.6,8.9,7.7
108,서울,2025-03-26 18:00,22.9,,,,1.3,,110,,22,,6.1,0,989.2,,998.9,,0.5,,0.48,,,,8,0,Ci,,2442,,42,17.3,,15.3,13.6,9.3,7.8
108,서울,2025-03-26 19:00,21.4,,,,1,,20,,23,,5.8,-0.6,988.7,,998.5,,0,,0.1,,,,3,0,Ci,,2229,,42,14.2,,14.8,13.3,9.5,7.9
108,서울,2025-03-26 20:00,19.6,,,,1.3,,50,,28,,6.3,0.5,988.7,,998.5,,,9,,9,,,4,0,Ci,,1721,,42,12.4,,14.1,12.6,9.6,8
108,서울,2025-03-26 21:00,18.8,,,,0,,0,,29,,6.2,0.3,988.8,,998.7,,,9,,9,,,0,0,,,2035,,42,11.6,,13.4,12,9.6,8.2
108,서울,2025-03-26 22:00,17.9,,,,1.9,,270,,31,,6.3,0.5,988.8,,998.7,,,9,,9,,,4,3,,72,1960,,42,10.7,,12.9,11.7,9.8,8.4
108,서울,2025-03-26 23:00,18.3,,,,1.4,,250,,35,,7.3,2.5,989.2,,999.1,,,9,,9,,,8,4,,74,1633,,,10.7,,12.6,11.3,9.8,8.5
108,서울,2025-03-27 0:00,18.5,,,,2.2,,200,,43,,9.1,5.6,989,,998.8,,,9,,9,,,8,5,,,1635,,,11.4,,12.3,11.1,9.8,8.6
108,서울,2025-03-27 1:00,18.4,,,,2.6,,290,,51,,10.7,8,989.2,,999.1,,,9,,9,,,10,8,,27,1737,,,11.8,,12.3,11,9.7,8.7
108,서울,2025-03-27 2:00,18.4,,,,3.4,,250,,58,,12.2,9.9,989.2,,999.1,,,9,,9,,,10,9,,11,1788,,,12.6,,12.3,11,9.6,8.7
108,서울,2025-03-27 3:00,17.4,,,,2.4,,250,,60,,11.9,9.5,988.9,,998.8,,,9,,9,,,9,9,Sc,10,1619,,,12.6,,12.4,11,9.5,8.6
108,서울,2025-03-27 4:00,16.6,,,,1.5,,200,,65,,12.2,9.9,988.6,,998.6,,,9,,9,,,8,8,Sc,9,1392,,,12.5,,12.4,11,9.4,8.6
108,서울,2025-03-27 5:00,16.3,,,,2.4,,230,,67,,12.4,10.1,987.8,,997.8,,,9,,9,,,9,9,Sc,7,1531,,,12.4,,12.3,11,9.4,8.6
108,서울,2025-03-27 6:00,15.9,,,,3.3,,270,,71,,12.8,10.6,987.9,,997.9,,,9,,9,,,8,8,Sc,8,1621,,,12.4,,12.3,10.9,9.4,8.6
108,서울,2025-03-27 7:00,13.7,,,9,3.5,,270,,86,,13.4,11.3,989.8,,999.9,,0,,0.02,,,,10,8,ScAs,6,281,,1901,11.9,,12,10.9,9.4,8.7
108,서울,2025-03-27 8:00,13.1,,,9,2.4,,250,,89,,13.4,11.3,989.8,,999.9,,0,,0.08,,,,10,8,ScAs,6,521,,1901,12.1,,11.8,10.8,9.4,8.6
108,서울,2025-03-27 9:00,13.2,,0.2,,2.2,,270,,89,,13.5,11.4,989.7,,999.8,,0,,0.1,,,,10,8,ScAs,6,575,,1901,12.2,,11.8,10.7,9.3,8.6
108,서울,2025-03-27 10:00,13.6,,,9,1.5,,290,,89,,13.8,11.8,989.9,,1000,,0,,0.22,,,,9,9,Sc,6,558,,1901,14.2,,11.7,10.7,9.3,8.6
108,서울,2025-03-27 11:00,14.3,,,9,3.3,,250,,84,,13.7,11.6,990.4,,1000.5,,0,,0.7,,,,9,9,Sc,6,1192,,19,15.3,,12.1,10.9,9.2,8.6
108,서울,2025-03-27 12:00,14.2,,0,,2.8,,290,,85,,13.7,11.7,990.2,,1000.3,,0,,0.52,,,,9,9,Sc,6,1003,,,15.4,,12.4,11.2,9.2,8.5
108,서울,2025-03-27 13:00,14.8,,,9,2.4,,270,,78,,13,10.9,990.8,,1000.9,,0,,0.47,,,,9,9,Sc,6,1377,,,15.1,,12.6,11.3,9.2,8.5
108,서울,2025-03-27 14:00,16.4,,,9,3.5,,290,,69,,12.8,10.6,990.1,,1000.1,,0.1,,1.57,,,,7,3,ScCi,7,1474,,,20.6,,12.9,12.6,11.1,10.3
108,서울,2025-03-27 15:00,17.6,,,9,3.1,,320,,57,,11.4,8.9,989.2,,999.1,,0.7,,1.83,,,,7,3,ScCi,10,1317,,,21.6,,13.7,13.2,11.2,10.4
108,서울,2025-03-27 16:00,17.9,,,9,4.1,,270,,42,,8.5,4.7,989.6,,999.5,,0.9,,1.57,,,,7,0,Ci,,1684,,,19.9,,14.3,13.7,11.3,10.4
108,서울,2025-03-27 17:00,16.5,,,9,4.6,,270,,31,,5.8,-0.7,990.4,,1000.4,,0.2,,0.67,,,,8,3,AcCi,33,1290,,42,15.8,,14.2,13.8,11.5,10.4
108,서울,2025-03-27 18:00,13.6,,,9,6.1,,270,,40,,6.2,0.2,992,,1002.1,,0,,0.35,,,,9,9,Ac,36,2508,,42,13.1,,13.8,13.5,11.7,10.5
108,서울,2025-03-27 19:00,12.4,,,9,6.6,,290,,41,,5.9,-0.5,993.1,,1003.3,,0,,0.06,,,,8,8,Ac,36,2857,,42,10.9,,13.2,13,11.8,10.6
108,서울,2025-03-27 20:00,11.3,,,9,4.2,,290,,46,,6.1,0,993.9,,1004.1,,,9,,9,,,10,10,,31,2513,,42,10,,12.6,12.4,11.8,10.7
108,서울,2025-03-27 21:00,10.3,,0,,2.8,,290,,51,,6.3,0.5,995,,1005.3,,,9,,9,,,10,6,ScAs,17,2020,,1,9.5,,12,12,11.8,10.8
108,서울,2025-03-27 22:00,8.3,,,9,3.2,,290,,71,,7.7,3.3,995.7,,1006.1,,,9,,9,,,10,5,ScAs,19,1845,,1,8.4,,11.6,11.5,11.7,10.8
108,서울,2025-03-27 23:00,7.4,,,9,3.8,,290,,72,,7.4,2.6,997,,1007.4,,,9,,9,,,10,2,,56,1460,,,7.4,,11.1,11,11.6,10.8
108,서울,2025-03-28 0:00,7.1,,0.1,,2.8,,270,,68,,6.8,1.5,997.7,,1008.1,,,9,,9,,,9,4,,,1258,,,6.8,,10.8,10.6,11.4,10.8
108,서울,2025-03-28 1:00,6.7,,,,3.9,,290,,64,,6.2,0.3,997.9,,1008.3,,,9,,9,,,9,9,,62,1076,,,6,,10.4,10.2,11.3,10.7
108,서울,2025-03-28 2:00,6.2,,,,2.7,,270,,64,,6.1,-0.1,998.5,,1009,,,9,,9,,,9,9,,70,1026,,,5.4,,10,9.8,11.1,10.7
108,서울,2025-03-28 3:00,5.5,,,,3.1,,290,,61,,5.5,-1.4,998,,1008.5,,,9,,9,,,5,0,Ci,,1170,,,4.6,,9.6,9.5,10.9,10.7
108,서울,2025-03-28 4:00,4.7,,,,2.7,,320,,61,,5.2,-2.1,998.4,,1008.9,,,9,,9,,,0,0,,,1334,,,3.8,,9.2,9.1,10.8,10.6
108,서울,2025-03-28 5:00,4.2,,,,3.2,,270,,60,,5,-2.8,999.3,,1009.9,,,9,,9,,,5,0,Ci,,1796,,,3.3,,8.7,8.7,10.6,10.6
108,서울,2025-03-28 6:00,3.8,,,,1.6,,270,,60,,4.8,-3.2,1000.1,,1010.7,,,9,,9,,,0,0,,,2181,,,2.9,,8.5,8.4,10.4,10.5
108,서울,2025-03-28 7:00,3.7,,,,3.6,,270,,58,,4.6,-3.8,1000.9,,1011.5,,0,,0.03,,,,9,3,ScCi,15,3105,,,3.3,,8.1,8,10.2,10.4
108,서울,2025-03-28 8:00,4.1,,,,1.4,,340,,57,,4.7,-3.6,1001.9,,1012.5,,0,,0.29,,,,9,2,ScCi,17,3421,,,5.1,,7.9,7.8,10,10.3
108,서울,2025-03-28 9:00,4.5,,,,4.3,,290,,58,,4.9,-3,1002.5,,1013.1,,0,,0.49,,,,7,7,Sc,7,2869,,,6.4,,7.9,7.8,9.8,10.2
108,서울,2025-03-28 10:00,5.9,,,,1.8,,50,,54,,5,-2.7,1003.1,,1013.6,,0.1,,0.85,,,,8,8,Sc,9,2471,,,11.1,,7.6,7.8,9.6,10
108,서울,2025-03-28 11:00,8.2,,,,2.6,,270,,45,,4.9,-3,1002.9,,1013.3,,0.7,,2.64,,,,6,6,Sc,10,2962,,,18,,8.6,8.3,9.1,9.6
108,서울,2025-03-28 12:00,9.5,,,,3.9,,340,,43,,5.1,-2.4,1003,,1013.4,,0.7,,2.52,,,,1,1,Sc,10,3088,,,23.3,,9.5,9.1,9.1,9.5
108,서울,2025-03-28 13:00,11,,,,3.4,,290,,27,,3.5,-7.3,1002.7,,1013,,1,,3.36,,,,0,0,,,4006,,,26.5,,10.5,10,9.1,9.4
108,서울,2025-03-28 14:00,11.4,,,,4.3,,290,,22,,3,-9.6,1002.7,,1013,,1,,3.31,,,,0,0,,,3854,,,26.6,,11.5,11,9.2,9.3
108,서울,2025-03-28 15:00,11.4,,,,4.5,,270,,20,,2.7,-10.8,1003.1,,1013.4,,1,,2.92,,,,2,0,Ci,,4058,,,24,,12,11.6,9.4,9.3
108,서울,2025-03-28 16:00,11.2,,,,5.4,,270,,18,,2.4,-12.3,1003.4,,1013.7,,1,,2.42,,,,2,0,Ci,,3623,,,20.7,,12.1,11.8,9.7,9.3
108,서울,2025-03-28 17:00,10.5,,,,5.5,,290,,21,,2.7,-10.9,1003.6,,1014,,1,,1.62,,,,3,0,Ci,,3607,,,15.9,,11.8,11.5,9.8,9.3
108,서울,2025-03-28 18:00,9.3,,,,5,,290,,19,,2.2,-13.2,1004.3,,1014.7,,0.9,,0.82,,,,4,0,Ci,,4510,,,10,,11.4,11.1,9.8,9.1
108,서울,2025-03-28 19:00,7.7,,,,5,,320,,22,,2.3,-12.7,1005.1,,1015.6,,0.4,,0.19,,,,1,1,,,4627,,,6.8,,11.3,10.5,10.4,9.6
108,서울,2025-03-28 20:00,6.5,,,,3.6,,290,,29,,2.8,-10.2,1006.2,,1016.7,,,9,,9,,,4,1,,,4538,,,5.2,,10.5,10.2,10.7,10
108,서울,2025-03-28 21:00,5.2,,,,3.2,,290,,36,,3.2,-8.6,1007.5,,1018.1,,,9,,9,,,4,0,Ci,,3743,,,4,,9.9,9.6,10.6,10.1
108,서울,2025-03-28 22:00,4.5,,,,3.2,,320,,37,,3.1,-8.9,1008.2,,1018.8,,,9,,9,,,2,1,,,4063,,,3.2,,9.3,9,10.5,10.2
108,서울,2025-03-28 23:00,4,,,,2.7,,320,,35,,2.8,-10.1,1009.1,,1019.8,,,9,,9,,,6,2,,,3968,,,2.7,,8.7,8.5,10.3,10.1
108,서울,2025-03-29 0:00,3.1,,,,0.4,,0,,36,,2.8,-10.5,1009.5,,1020.2,,,9,,9,,,0,0,,,3629,,,1.7,,8.3,8.1,10.2,10.1
108,서울,2025-03-29 1:00,2.7,,,,1.5,,360,,34,,2.5,-11.6,1009.7,,1020.4,,,9,,9,,,0,0,,,4272,,,1,,7.7,7.6,10,10.1
108,서울,2025-03-29 2:00,1.9,,,,2.3,,250,,36,,2.5,-11.6,1009.9,,1020.7,,,9,,9,,,0,0,,,4324,,,0.8,,7.2,7.1,9.7,10
108,서울,2025-03-29 3:00,1.7,,,,1.6,,270,,39,,2.7,-10.8,1009.8,,1020.6,,,9,,9,,,0,0,,,4266,,,0.5,,6.7,6.7,9.5,9.9
108,서울,2025-03-29 4:00,1,,,,1.2,,250,,42,,2.8,-10.5,1009.6,,1020.4,,,9,,9,,,0,0,,,4059,,,0.3,,6.3,6.3,9.3,9.8
108,서울,2025-03-29 5:00,1.1,,,,2.7,,270,,44,,2.9,-9.8,1009.9,,1020.7,,,9,,9,,,0,0,,,3830,,,0.1,,5.9,5.9,9,9.7
108,서울,2025-03-29 6:00,0.9,,,,2.2,,270,,46,,3,-9.4,1010.1,,1020.9,,,9,,9,,,0,0,,,3954,,,-0.2,,5.6,5.6,8.8,9.6
108,서울,2025-03-29 7:00,0.9,,,,2.3,,270,,52,,3.4,-7.8,1010.1,,1020.9,,0.3,,0.06,,,,2,0,Ci,,3779,,,-0.2,,5.3,5.3,8.6,9.5
108,서울,2025-03-29 8:00,2.9,,,,2.1,,270,,53,,4,-5.7,1010.3,,1021,,1,,0.5,,,,8,0,Ci,,3829,,,1.3,,5.2,5.1,8.3,9.3
108,서울,2025-03-29 9:00,5,,,,2.2,,200,,51,,4.4,-4.3,1009.7,,1020.3,,1,,1.21,,,,8,3,ScAs,11,3814,,,7.6,,5.7,5.3,8,9
108,서울,2025-03-29 10:00,5.5,,,9,4,,200,,59,,5.4,-1.8,1009.7,,1020.3,,0.1,,0.88,,,,7,4,ScAs,10,3357,,5,10.3,,6.3,5.8,7.9,8.9
108,서울,2025-03-29 11:00,3.9,,,9,3.6,,290,,79,,6.3,0.5,1009.9,,1020.6,,0.1,,0.78,,,,7,3,ScAc,9,3601,,601,11.6,,6.5,6.2,7.8,8.8
108,서울,2025-03-29 12:00,5.3,,0,,4.9,,250,,64,,5.7,-0.9,1009.7,,1020.3,,0.3,,1.63,,,,7,7,Sc,8,3845,,,11,,7.3,6.7,7.7,8.6
108,서울,2025-03-29 13:00,5.7,,,9,4.4,,290,,48,,4.4,-4.4,1009.7,,1020.3,,0.4,,2.07,,,,3,3,Sc,10,4587,,605,19,,7.9,7.2,7.7,8.5
108,서울,2025-03-29 14:00,5.2,,,9,4.8,,290,,49,,4.3,-4.6,1009.7,,1020.3,,0.3,,1.41,,,,8,8,Sc,10,3705,,5,10.8,,8.3,7.7,7.7,8.4
108,서울,2025-03-29 15:00,6.5,,0,,4.7,,270,,29,,2.8,-10.2,1009.3,,1019.9,,0.5,,1.88,,,,4,3,ScCi,17,4401,,5,16,,8.5,7.9,7.8,8.4
108,서울,2025-03-29 16:00,5.6,,,9,7.7,,290,,19,,1.7,-16.2,1009.8,,1020.4,,1,,2.46,,,,1,0,Ci,,4071,,,15,,8.5,8.1,7.9,8.3
108,서울,2025-03-29 17:00,5.4,,,9,5.8,,290,,20,,1.8,-15.8,1010.1,,1020.7,,1,,1.79,,,,0,0,,,3866,,,11.9,,8.4,8.1,8.1,8.3
108,서울,2025-03-29 18:00,4.6,,,9,5.4,,290,,22,,1.9,-15.3,1011,,1021.7,,0.9,,0.85,,,,0,0,,,4733,,,6.1,,8.2,7.9,8.2,8.4
108,서울,2025-03-29 19:00,3.1,,,9,4.6,,290,,24,,1.8,-15.5,1012,,1022.7,,0.4,,0.16,,,,0,0,,,4703,,,3.2,,7.8,7.5,8.3,8.4
108,서울,2025-03-29 20:00,2,,,9,3.7,,290,,27,,1.9,-15,1013.2,,1024,,,9,,9,,,0,0,,,4649,,,1.7,,7.2,6.9,8.3,8.5
108,서울,2025-03-29 21:00,1.6,,,9,3.2,,290,,29,,2,-14.5,1014.6,,1025.4,,,9,,9,,,4,0,Ci,,4516,,,0.8,,6.6,6.5,8.4,8.6
108,서울,2025-03-29 22:00,1.3,,,9,3.7,,270,,33,,2.2,-13.2,1015.4,,1026.2,,,9,,9,,,0,0,,,4768,,,0.6,,6.2,6,8.3,8.6
108,서울,2025-03-29 23:00,1,,,9,4,,250,,39,,2.6,-11.4,1015.7,,1026.6,,,9,,9,,,0,0,,,4460,,,0.4,,5.7,5.6,8.1,8.6
108,서울,2025-03-30 0:00,0.7,,,9,3.1,,250,,46,,3,-9.6,1015.9,,1026.8,,,9,,9,,,0,0,,,4369,,,0.2,,5.4,5.3,8,8.6
108,서울,2025-03-30 1:00,0.5,,,,2.9,,250,,50,,3.2,-8.7,1016.4,,1027.3,,,9,,9,,,0,0,,,3988,,,-0.1,,5.1,5,7.8,8.5
108,서울,2025-03-30 2:00,0.1,,,,1.9,,250,,52,,3.2,-8.6,1016.6,,1027.5,,,9,,9,,,0,0,,,4260,,,-0.3,,4.8,4.7,7.6,8.4
108,서울,2025-03-30 3:00,-0.2,,,,2.6,,250,,56,,3.4,-7.9,1016.6,,1027.5,,,9,,9,,,0,0,,,4097,,,-0.5,,4.5,4.5,7.4,8.3
108,서울,2025-03-30 4:00,-0.6,,,,1.6,,270,,62,,3.6,-6.9,1016.9,,1027.8,,,9,,9,,,0,0,,,3966,,,-0.8,,4.2,4.3,7.3,8.3
108,서울,2025-03-30 5:00,-1.1,,,,1.2,,270,,65,,3.7,-6.8,1017.3,,1028.3,,,9,,9,,,0,0,,,3961,,,-1,,4,4.1,7.1,8.2
